Case_Year,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2017,06/29/2017 08:39:00 PM,Brooklyn,44,16,073,Sidewalk,Smoking (Cigarette/Cigar),Smoking
2017,06/29/2017 09:25:50 PM,Manhattan,11,07,024,MD Residential Structure,Electrical Wiring,Electrical
2017,06/29/2017 10:20:00 PM,Manhattan,16,10,032,MFA,MFA,No Fire
2017,06/29/2017 10:23:00 PM,Staten Island,22,02,121,,Preliminary Investigation Only,Other
2017,06/29/2017 11:11:00 PM,Brooklyn,48,12,066,,Preliminary Investigation Only,Other
2017,06/30/2017 12:17:00 AM,Bronx,19,07,052,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/30/2017 01:22:09 AM,Bronx,14,01,040,MD Residential Structure,Incendiary,Incendiary
2017,06/30/2017 01:29:17 AM,Queens,51,09,102,Commercial Structure,Other - Electrical,Electrical
2017,06/30/2017 02:02:00 AM,Manhattan,12,10,028,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/30/2017 02:25:00 AM,Bronx,03,09,043,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/30/2017 06:35:00 AM,Brooklyn,38,09,071,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
2017,06/30/2017 08:00:00 AM,Queens,50,12,113,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/30/2017 08:08:44 AM,Queens,54,13,105,Commercial Structure,Candle,Open Flame
2017,06/30/2017 10:45:00 AM,Manhattan,06,03,009,MD Residential Structure,Candle,Open Flame
2017,06/30/2017 11:01:00 AM,Bronx,27,08,050,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/30/2017 11:09:28 AM,Manhattan,08,05,013,Government Structure,Torch - Legal Use of,Open Flame
2017,06/30/2017 11:27:32 AM,Manhattan,09,05,018,No Fire,Preliminary Investigation Only,Other
2017,06/30/2017 12:21:59 PM,Brooklyn,41,17,067,Garage/Shed,Electrical Wiring,Electrical
2017,06/30/2017 02:35:20 PM,Manhattan,12,10,028,MD Residential Structure,Heat or Sparks from Friction,Hot Objects
2017,06/30/2017 02:54:55 PM,Bronx,17,04,044,Hospital,Incendiary - Ignitable Liquid,Incendiary
2017,06/30/2017 03:59:14 PM,Brooklyn,40,07,072,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
2017,06/30/2017 04:19:47 PM,Bronx,14,01,040,MD Residential Structure,Electrical Wiring,Electrical
2017,06/30/2017 05:18:00 PM,Bronx,18,11,049,Outside Rubbish,Incendiary,Incendiary
2017,06/30/2017 05:37:00 PM,Manhattan,04,03,009,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/30/2017 06:38:00 PM,Staten Island,21,01,122,MFA,MFA,No Fire
2017,06/30/2017 08:29:00 PM,Manhattan,11,07,024,MD Residential Structure,Incendiary,Incendiary
2017,06/30/2017 09:13:00 PM,Brooklyn,41,14,070,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/30/2017 11:36:44 PM,Bronx,17,04,044,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/01/2017 01:01:00 AM,Manhattan,13,12,033,,Preliminary Investigation Only,Other
2017,07/01/2017 01:13:00 AM,Bronx,15,12,047,,Preliminary Investigation Only,Other
2017,07/01/2017 02:34:00 AM,Bronx,15,07,052,Vehicle,Incendiary - Combustible Material,Incendiary
2017,07/01/2017 03:28:00 AM,Staten Island,23,03,122,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/01/2017 06:03:00 AM,Brooklyn,37,03,081,,Preliminary Investigation Only,Other
2017,07/01/2017 06:17:01 AM,Brooklyn,43,15,061,Garage/Shed,Barbecue - Wood/Charcoal,Cooking Carelessness
2017,07/01/2017 08:24:00 AM,Queens,49,01,114,Sidewalk,Other - No Fire,No Fire
2017,07/01/2017 12:15:00 PM,Bronx,26,03,042,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/01/2017 01:28:00 PM,Bronx,20,10,045,MD Residential Structure,Lighting Fixture,Electrical
2017,07/01/2017 01:30:10 PM,Manhattan,16,10,032,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/01/2017 02:55:12 PM,Bronx,27,08,050,Threat to Burn,Threat to Burn,No Fire
2017,07/01/2017 03:46:00 PM,Queens,46,02,108,Vehicle,Vehicle Wiring,Electrical
2017,07/01/2017 06:24:50 PM,Staten Island,21,01,120,PD Residential Structure,Electrical Wiring,Electrical
2017,07/01/2017 06:50:33 PM,Bronx,03,09,043,PD Residential Structure,Preliminary Investigation Only,Other
2017,07/01/2017 09:12:00 PM,Queens,45,02,108,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,07/01/2017 10:12:17 PM,Manhattan,11,07,024,Manhole,Carbon Monoxide Incident,No Fire
2017,07/02/2017 12:03:00 AM,Manhattan,04,03,009,MD Residential Structure,Heat from Light Bulb,Hot Objects
2017,07/02/2017 12:09:00 AM,Bronx,19,05,046,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,07/02/2017 12:13:27 AM,Bronx,18,06,048,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/02/2017 12:31:00 AM,Manhattan,10,08,019,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/02/2017 12:49:00 AM,Queens,51,09,102,Vehicle,Incendiary - Combustible Material,Incendiary
2017,07/02/2017 01:00:10 AM,Staten Island,21,01,120,PD Residential Structure,Clothes Dryer,Appliances
2017,07/02/2017 02:04:49 AM,Bronx,26,03,042,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/02/2017 03:37:00 AM,Brooklyn,31,02,088,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2017,07/02/2017 03:49:00 AM,Queens,49,02,108,MFA,MFA,No Fire
2017,07/02/2017 03:52:00 AM,Manhattan,11,09,026,MD Residential Structure,Incendiary,Incendiary
2017,07/02/2017 07:28:00 AM,Queens,45,01,114,MFA,MFA,No Fire
2017,07/02/2017 08:27:00 AM,Brooklyn,41,14,070,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/02/2017 08:40:00 AM,Manhattan,10,08,019,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/02/2017 09:02:00 AM,Queens,50,12,103,Other,Incendiary,Incendiary
2017,07/02/2017 09:02:07 AM,Queens,50,12,103,PD Residential Structure,Incendiary,Incendiary
2017,07/02/2017 01:11:33 PM,Manhattan,08,06,017,MD Residential Structure,Extension Cord,Electrical
2017,07/02/2017 02:38:00 PM,Manhattan,13,12,034,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/02/2017 03:00:00 PM,Brooklyn,41,15,061,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,07/02/2017 04:14:15 PM,Queens,47,14,100,PD Residential Structure,Permanent Heater - Gas,Heaters
2017,07/02/2017 04:22:16 PM,Queens,51,09,102,PD Residential Structure,Electrical Wiring,Electrical
2017,07/02/2017 05:20:00 PM,Brooklyn,38,08,077,MD Residential Structure,Incense,Hot Objects
2017,07/02/2017 05:53:45 PM,Queens,49,01,114,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/02/2017 06:18:11 PM,Brooklyn,44,16,073,MD Residential Structure,Incendiary,Incendiary
2017,07/02/2017 06:54:36 PM,Bronx,26,03,042,MD Residential Structure,Extension Cord,Electrical
2017,07/02/2017 06:55:00 PM,Bronx,27,07,052,MD Residential Structure,Not Ascertained,Other
2017,07/02/2017 07:32:32 PM,Brooklyn,43,13,060,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,07/02/2017 07:39:09 PM,Brooklyn,57,08,077,MD Residential Structure,Torch - Legal Use of,Open Flame
2017,07/02/2017 08:19:11 PM,Queens,54,10,106,Outside Rubbish,Incendiary - Fireworks,Incendiary
2017,07/02/2017 08:58:43 PM,Brooklyn,58,18,063,PD Residential Structure,Preliminary Investigation Only,Other
2017,07/02/2017 09:08:00 PM,Manhattan,06,03,009,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/02/2017 09:39:46 PM,Staten Island,21,01,120,PD Residential Structure,Other - Hot Objects,Hot Objects
2017,07/02/2017 10:17:32 PM,Queens,28,05,104,Commercial Structure,Extension Cord,Electrical
2017,07/02/2017 11:11:45 PM,Brooklyn,48,04,076,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/02/2017 11:25:29 PM,Brooklyn,38,01,090,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/02/2017 11:52:00 PM,Staten Island,23,03,122,Outside Rubbish,Incendiary - Fireworks,Incendiary
2017,07/03/2017 10:48:59 AM,Brooklyn,48,06,078,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,07/03/2017 10:48:59 AM,Brooklyn,48,06,078,MD Residential Structure,Electrical Wiring,Electrical
2017,07/03/2017 11:38:00 AM,Brooklyn,38,17,067,MFA,MFA,No Fire
2017,07/03/2017 11:52:17 AM,Bronx,26,02,041,MD Residential Structure,Electrical Wiring,Electrical
2017,07/03/2017 12:22:02 PM,Queens,45,05,104,Vehicle,Incendiary - Combustible Material,Incendiary
2017,07/03/2017 01:35:59 PM,Brooklyn,39,05,075,Outside Rubbish,Incendiary,Incendiary
2017,07/03/2017 02:37:05 PM,Brooklyn,32,06,076,PD Residential Structure,Electrical Wiring,Electrical
2017,07/03/2017 04:14:31 PM,Brooklyn,48,12,066,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2017,07/03/2017 04:26:00 PM,Queens,54,12,113,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
2017,07/03/2017 05:00:00 PM,Manhattan,16,10,032,Other,Juvenile Firesetter Intervention,Other
2017,07/03/2017 05:25:19 PM,Brooklyn,57,08,077,Outside Rubbish,Incendiary - Fireworks,Incendiary
2017,07/03/2017 06:50:10 PM,Bronx,14,04,044,Vehicle,Electrical Wiring,Electrical
2017,07/03/2017 07:21:15 PM,Staten Island,23,03,123,Garage/Shed,Electrical Wiring,Electrical
2017,07/03/2017 08:06:03 PM,Queens,52,08,107,PD Residential Structure,Extension Cord,Electrical
2017,07/03/2017 08:37:09 PM,Queens,28,05,104,Commercial Structure,Rekindle,Other
2017,07/04/2017 12:51:13 AM,Brooklyn,58,18,069,Vehicle,Incendiary - Combustible Material,Incendiary
2017,07/04/2017 01:23:40 AM,Brooklyn,58,18,075,Vehicle,Incendiary - Combustible Material,Incendiary
2017,07/04/2017 01:59:52 AM,Queens,28,05,104,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/04/2017 03:20:14 AM,Brooklyn,41,14,070,PD Residential Structure,Food on the Stove,Cooking Carelessness
2017,07/04/2017 08:28:00 AM,Bronx,20,10,045,,Preliminary Investigation Only,Other
2017,07/04/2017 09:34:00 AM,Brooklyn,58,18,063,,Preliminary Investigation Only,Other
2017,07/04/2017 10:10:00 AM,Bronx,15,12,047,,Preliminary Investigation Only,Other
2017,07/04/2017 10:26:39 AM,Brooklyn,58,17,067,MD Residential Structure,Incendiary,Incendiary
2017,07/04/2017 01:10:42 PM,Bronx,03,02,041,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2017,07/04/2017 04:33:00 PM,Queens,50,12,103,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/04/2017 05:52:48 PM,Bronx,27,07,052,MD Residential Structure,Other Appliance,Appliances
2017,07/04/2017 06:47:08 PM,Brooklyn,37,03,081,MD Residential Structure,Barbecue - Wood/Charcoal,Cooking Carelessness
2018,07/02/2018 04:06:59 AM,Manhattan,09,05,018,Transformer,Transformer,Electrical
2017,07/04/2017 08:16:00 PM,Brooklyn,39,05,075,PD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/04/2017 09:32:38 PM,Brooklyn,33,18,063,PD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/04/2017 09:49:49 PM,Bronx,19,06,048,MD Residential Structure,Incendiary,Incendiary
2017,07/04/2017 09:55:20 PM,Queens,53,11,111,PD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/04/2017 10:18:00 PM,Queens,45,01,114,Outside Rubbish,Incendiary - Fireworks,Incendiary
2017,07/04/2017 10:24:34 PM,Staten Island,21,01,120,PD Residential Structure,Heat from Light Bulb,Hot Objects
2017,07/04/2017 11:03:42 PM,Manhattan,13,12,034,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/04/2017 11:17:00 PM,Queens,51,05,104,PD Residential Structure,Incendiary - Explosives,Incendiary
2017,07/04/2017 11:23:00 PM,Brooklyn,37,04,083,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,07/04/2017 11:27:27 PM,Brooklyn,37,03,081,PD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/05/2017 12:09:16 AM,Bronx,27,07,052,PD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/05/2017 12:13:00 AM,Queens,50,12,113,Garage/Shed,Hot Embers,Hot Objects
2017,07/05/2017 12:55:00 AM,Manhattan,13,12,034,Vehicle,Incendiary - Fireworks,Incendiary
2017,07/05/2017 01:14:21 AM,Bronx,15,11,049,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/05/2017 03:26:24 AM,Bronx,26,03,042,Vehicle,Incendiary,Incendiary
2017,07/05/2017 04:24:00 AM,Queens,50,10,106,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,07/05/2017 04:45:08 AM,Bronx,19,05,046,MD Residential Structure,Incendiary,Incendiary
2017,07/05/2017 04:48:07 AM,Brooklyn,35,01,090,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/05/2017 05:07:23 AM,Bronx,19,05,046,PD Residential Structure,Electrical Wiring,Electrical
2017,07/05/2017 06:39:00 AM,Brooklyn,41,14,070,,Preliminary Investigation Only,Other
2017,07/05/2017 06:46:00 AM,Brooklyn,37,04,083,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/05/2017 08:31:00 AM,Bronx,15,10,045,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/05/2017 09:36:00 AM,Manhattan,16,09,030,,Preliminary Investigation Only,Other
2017,07/05/2017 09:54:22 AM,Manhattan,02,02,006,Commercial Structure,Arc Welding,Electrical
2017,07/05/2017 11:04:13 AM,Manhattan,02,02,009,No Fire,Preliminary Investigation Only,Other
2017,07/05/2017 11:16:00 AM,Bronx,19,05,046,,Preliminary Investigation Only,Other
2017,07/05/2017 01:33:00 PM,Manhattan,12,09,030,MD Residential Structure,Other - Hot Objects,Hot Objects
2017,07/05/2017 03:43:00 PM,Brooklyn,37,03,081,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,07/05/2017 04:55:00 PM,Manhattan,10,11,023,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,07/05/2017 05:00:00 PM,Manhattan,,11,023,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,07/05/2017 05:30:00 PM,Bronx,18,06,048,Other,Juvenile Firesetter Intervention,Other
2017,07/05/2017 06:16:59 PM,Bronx,17,04,044,MD Residential Structure,Other - Gas,Ignitable
2017,07/05/2017 06:55:00 PM,Brooklyn,38,08,077,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/05/2017 07:38:23 PM,Brooklyn,44,16,073,Garage/Shed,Incendiary,Incendiary
2017,07/05/2017 08:42:37 PM,Brooklyn,58,18,069,PD Residential Structure,Candle,Open Flame
2017,07/05/2017 09:16:00 PM,Brooklyn,39,05,075,MD Residential Structure,Incendiary,Incendiary
2017,07/05/2017 10:06:00 PM,Brooklyn,57,03,079,MD Residential Structure,Incendiary,Incendiary
2017,07/05/2017 10:06:00 PM,Bronx,14,04,044,Commercial Structure,Motors - Compressors,Motors
2017,07/05/2017 10:37:55 PM,Queens,54,12,113,MD Residential Structure,Electrical Wiring,Electrical
2017,07/05/2017 11:24:53 PM,Manhattan,12,11,025,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,07/06/2017 01:11:19 AM,Manhattan,10,08,019,MD Residential Structure,Transformer,Electrical
2017,07/06/2017 01:19:05 AM,Brooklyn,37,04,083,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
2017,07/06/2017 06:24:00 AM,Brooklyn,32,06,076,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/06/2017 10:42:13 AM,Queens,54,13,105,PD Residential Structure,Electrical Wiring,Electrical
2017,07/06/2017 10:56:47 AM,Bronx,14,01,040,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,07/06/2017 12:00:00 PM,Queens,,09,102,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,07/06/2017 01:00:00 PM,Manhattan,10,08,019,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,07/06/2017 01:00:00 PM,Queens,50,12,103,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,07/06/2017 01:06:00 PM,Bronx,26,01,040,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/06/2017 01:31:15 PM,Brooklyn,33,12,070,Transformer,Electrical Wiring,Electrical
2017,07/06/2017 01:39:46 PM,Queens,51,12,113,MFA,Other,Other
2017,07/06/2017 03:01:44 PM,Queens,52,07,109,Commercial Structure,Heat From Molten Metal / Slag,Hot Objects
2017,07/06/2017 03:06:10 PM,Queens,51,09,102,PD Residential Structure,Candle,Open Flame
2017,07/06/2017 04:41:11 PM,Bronx,17,04,044,MD Residential Structure,Stove/Cooking - Fryer,Cooking Carelessness
2017,07/06/2017 05:00:00 PM,Brooklyn,57,03,079,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,07/06/2017 05:03:42 PM,Brooklyn,58,18,069,Garage/Shed,Exothermic Chemical Reaction,Other
2017,07/06/2017 05:20:00 PM,Brooklyn,42,10,068,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/06/2017 05:30:00 PM,Bronx,27,12,047,Other,Juvenile Firesetter Intervention,Other
2017,07/06/2017 08:02:00 PM,Manhattan,10,08,019,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/06/2017 08:34:00 PM,Queens,47,14,100,Outside Rubbish,Incendiary,Incendiary
2017,07/06/2017 09:04:55 PM,Bronx,26,04,044,MD Residential Structure,Incendiary,Incendiary
2017,07/06/2017 10:03:00 PM,Manhattan,13,12,034,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,07/06/2017 10:06:00 PM,Queens,47,14,100,,Preliminary Investigation Only,Other
2017,07/06/2017 10:35:00 PM,Queens,45,02,108,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,07/07/2017 05:30:04 AM,Bronx,15,12,047,Vehicle,Incendiary,Incendiary
2017,07/07/2017 09:42:01 AM,Manhattan,12,11,023,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/07/2017 10:45:11 AM,Queens,51,10,106,MD Residential Structure,Electrical Wiring,Electrical
2017,07/07/2017 02:00:00 PM,Staten Island,21,02,122,Other,Juvenile Firesetter Intervention,Other
2017,07/07/2017 03:53:17 PM,Queens,46,04,110,Vehicle,Smoking (Cigarette/Cigar),Smoking
2017,07/07/2017 04:41:11 PM,Brooklyn,38,09,071,PD Residential Structure,Power Strip,Electrical
2017,07/07/2017 06:14:00 PM,Brooklyn,39,05,075,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,07/07/2017 06:34:00 PM,Manhattan,10,11,023,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,07/07/2017 08:12:11 PM,Manhattan,06,06,013,MD Residential Structure,Electrical Wiring,Electrical
2017,07/07/2017 08:29:00 PM,Bronx,15,11,049,,Preliminary Investigation Only,Other
2017,07/07/2017 08:49:00 PM,Brooklyn,57,03,081,,Preliminary Investigation Only,Other
2017,07/07/2017 08:59:00 PM,Manhattan,06,05,013,Commercial Structure,Other - Hot Objects,Hot Objects
2017,07/07/2017 09:21:00 PM,Queens,54,12,113,,Preliminary Investigation Only,Other
2017,07/07/2017 10:21:28 PM,Brooklyn,32,07,072,Vehicle,Other - Hot Objects,Hot Objects
2017,07/08/2017 02:24:00 AM,Bronx,15,10,045,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/08/2017 03:42:00 AM,Queens,47,14,101,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,07/08/2017 04:31:48 AM,Bronx,17,04,044,MD Residential Structure,Ignitable Liquids/Gases - Natural Gas,Ignitable
2017,07/08/2017 08:10:00 AM,Queens,49,01,114,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/08/2017 08:40:18 AM,Bronx,27,07,052,MD Residential Structure,Food on the Stove,Cooking Carelessness
2017,07/08/2017 09:24:01 AM,Bronx,26,03,042,MD Residential Structure,Incendiary - Suicide,Incendiary
2017,07/08/2017 10:23:58 AM,Queens,54,13,105,Vehicle,Incendiary - Combustible Material,Incendiary
2017,07/08/2017 12:28:40 PM,Manhattan,09,04,018,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2017,07/08/2017 12:47:44 PM,Staten Island,23,03,122,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,07/08/2017 12:47:44 PM,Staten Island,23,03,122,Boat,Under Investigation,Other
2017,07/08/2017 01:21:03 PM,Manhattan,07,04,013,Group Home,Stove/Cooking - Electric,Cooking Carelessness
2017,07/08/2017 01:52:20 PM,Brooklyn,39,05,075,PD Residential Structure,Incendiary,Incendiary
2017,07/08/2017 02:10:00 PM,Brooklyn,41,14,070,MD Residential Structure,Preliminary Investigation Only,Other
2017,07/08/2017 07:17:00 PM,Bronx,14,01,040,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/08/2017 07:46:00 PM,Brooklyn,58,18,069,Vehicle,Incendiary - Combustible Material,Incendiary
2017,07/08/2017 08:26:00 PM,Bronx,14,03,042,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,07/08/2017 11:31:00 PM,Manhattan,11,09,026,MD Residential Structure,Incendiary,Incendiary
2017,07/09/2017 12:21:00 AM,Bronx,03,09,043,,Preliminary Investigation Only,Other
